Agent Name,Rating,Review Text,Delivery Time (min),Location,Order Type,Customer Feedback Type,Price Range,Discount Applied,Product Availability,Customer Service Rating,Order Accuracy
Swiggy Instamart,3.5,"Order cancelled without notice, wasted my time.",54,Bangalore,Pharmacy,Negative,Medium,No,Out of Stock,3,Incorrect
JioMart,1.3,"Customer service was unresponsive, bad experience.",56,Jaipur,Electronics,Negative,Medium,Yes,Out of Stock,4,Correct
JioMart,3.8,"Delivery was lightning fast, great job!",28,Pune,Grocery,Positive,Medium,Yes,Out of Stock,3,Correct
Zepto,3.1,"Order arrived, service was standard.",38,Ahmedabad,Electronics,Neutral,Low,No,In Stock,4,Correct
JioMart,2.1,"Package was mishandled, contents were broken.",41,Ahmedabad,Pharmacy,Negative,Medium,No,In Stock,4,Incorrect
JioMart,3.6,"Got my order, packaging could be better.",26,Jaipur,Grocery,Neutral,Low,Yes,In Stock,3,Correct
Swiggy Instamart,3.8,"Service was okay, tracking needs work.",39,Hyderabad,Food,Neutral,High,No,In Stock,4,Incorrect
Blinkit,3.8,"Delivery was okay, but updates were slow.",20,Mumbai,Electronics,Neutral,High,No,Out of Stock,4,Incorrect
Zepto,1.3,"Wrong items delivered, very inconvenient.",40,Bangalore,Food,Negative,Low,No,Out of Stock,4,Correct
Zepto,3.9,"Service was acceptable, could be smoother.",22,Mumbai,Essentials,Neutral,High,No,Out of Stock,3,Incorrect
Swiggy Instamart,3.9,"Delivery took too long, food was lukewarm.",41,Delhi,Food,Negative,Low,No,In Stock,3,Correct
Swiggy Instamart,4.4,"Delivery was quick, everything was great!",20,Jaipur,Pharmacy,Positive,High,No,Out of Stock,5,Incorrect
Blinkit,2.9,"Driver ignored instructions, poor service.",45,Hyderabad,Pharmacy,Negative,Medium,Yes,In Stock,2,Correct
Swiggy Instamart,4.0,"Perfect experience, highly recommend!",27,Chennai,Electronics,Positive,Low,No,In Stock,4,Incorrect
Swiggy Instamart,3.0,"Wrong order received, customer assistance was unhelpful.",33,Delhi,Electronics,Negative,High,Yes,In Stock,2,Correct
Blinkit,3.2,"Delivery was fine, customer service was slow.",22,Ahmedabad,Grocery,Neutral,Medium,No,Out of Stock,4,Incorrect
Zepto,3.3,"Order was correct, service was okay.",25,Lucknow,Grocery,Neutral,Low,No,In Stock,3,Correct
JioMart,3.0,"Delivery was hours late, no tracking updates.",54,Lucknow,Pharmacy,Negative,Medium,No,In Stock,4,Correct
Blinkit,3.9,"Items were delivered, minor packaging issue.",38,Ahmedabad,Essentials,Neutral,Medium,No,Out of Stock,4,Correct
Zepto,3.6,"awesome customer service, quick delivery.",23,Kolkata,Pharmacy,Positive,High,No,In Stock,3,Incorrect
Zepto,3.1,"Wrong items delivered, very inconvenient.",58,Kolkata,Food,Negative,Low,Yes,Out of Stock,1,Correct
Zepto,2.7,"Service was slow, goods were not as ordered.",34,Mumbai,Grocery,Negative,Medium,No,Out of Stock,3,Correct
Zepto,4.0,"Delivery was smooth, delivery person was friendly.",39,Jaipur,Electronics,Positive,Medium,Yes,Out of Stock,3,Correct
Blinkit,4.0,"Driver was professional, items were perfect.",21,Mumbai,Essentials,Positive,Low,Yes,In Stock,4,Incorrect
Swiggy Instamart,3.7,"Items missing from my order, very disappointing.",47,Chennai,Essentials,Negative,Low,No,Out of Stock,1,Correct
JioMart,3.2,"Delivery was okay, communication was lacking.",27,Mumbai,Pharmacy,Neutral,Medium,No,Out of Stock,4,Incorrect
Zepto,3.2,"Delivery was on time, service was average.",30,Hyderabad,Grocery,Neutral,Low,No,Out of Stock,4,Correct
Swiggy Instamart,1.0,"Driver didn’t follow instructions, order was wrong.",56,Kolkata,Food,Negative,Low,No,In Stock,2,Correct
Swiggy Instamart,3.3,"order were delivered, no major problems.",27,Mumbai,Food,Neutral,Medium,No,In Stock,3,Correct
Zepto,3.6,"Amazing service, very professional driver.",40,Bangalore,Food,Positive,Low,Yes,Out of Stock,3,Incorrect
Zepto,3.6,"Order was accurate, arrived earlier than expected.",22,Chennai,Food,Positive,High,No,In Stock,3,Correct
Swiggy Instamart,3.5,"Delivery was smooth, driver was friendly.",39,Delhi,Food,Positive,Low,No,In Stock,3,Correct
Swiggy Instamart,1.2,"Driver didn’t contact me, left order outside.",59,Jaipur,Food,Negative,High,No,Out of Stock,2,Incorrect
Zepto,1.4,"Customer service was unresponsive, bad experience.",44,Mumbai,Pharmacy,Negative,High,Yes,In Stock,1,Correct
JioMart,3.7,"Items were correct, experience was average.",34,Jaipur,Essentials,Neutral,High,Yes,In Stock,3,Incorrect
JioMart,3.6,"Delivery took too long, food was lukewarm.",54,Ahmedabad,Grocery,Negative,Medium,Yes,In Stock,4,Correct
Blinkit,3.8,"Order was perfect, driver was courteous.",38,Mumbai,Essentials,Positive,High,No,Out of Stock,3,Incorrect
JioMart,3.6,"Order was correct, service was okay.",37,Jaipur,Grocery,Neutral,Medium,Yes,Out of Stock,4,Correct
Zepto,3.7,"Items were damaged, no refund process.",32,Hyderabad,Electronics,Negative,Medium,Yes,In Stock,1,Incorrect
JioMart,2.6,Late delivery and terrible communication throughout.,34,Chennai,Electronics,Negative,High,No,Out of Stock,4,Correct
Swiggy Instamart,3.1,"Items missing from my order, very disappointing.",32,Lucknow,Food,Negative,High,Yes,Out of Stock,1,Correct
JioMart,3.2,"Items were delivered, minor packaging issue.",31,Chennai,Essentials,Neutral,Low,No,In Stock,3,Correct
Swiggy Instamart,3.8,"Service was fine, could improve tracking.",30,Chennai,Pharmacy,Neutral,Low,Yes,Out of Stock,3,Incorrect
Blinkit,4.0,"Fantastic experience, everything spot on!",32,Pune,Grocery,Positive,Low,No,Out of Stock,3,Correct
Blinkit,1.1,"Driver was rude, delivery was delayed.",54,Ahmedabad,Pharmacy,Negative,High,Yes,In Stock,3,Correct
Zepto,3.7,"Delivery was okay, could use better updates.",38,Pune,Pharmacy,Neutral,Low,No,In Stock,4,Correct
Zepto,3.6,"Delivery was acceptable, but not great.",22,Mumbai,Essentials,Neutral,Medium,No,Out of Stock,4,Correct
Blinkit,3.4,"Service was fine, could improve tracking.",23,Chennai,Grocery,Neutral,High,Yes,Out of Stock,4,Correct
Zepto,3.8,"Items were correct, service was standard.",38,Delhi,Pharmacy,Neutral,Low,No,In Stock,4,Incorrect
Zepto,2.0,"Package left at wrong address, terrible service.",34,Bangalore,Electronics,Negative,Medium,No,In Stock,4,Correct
Blinkit,3.0,"Package was mishandled, items broken.",40,Kolkata,Pharmacy,Negative,High,No,In Stock,3,Incorrect
Swiggy Instamart,1.2,"Customer service was unresponsive, bad experience.",32,Jaipur,Essentials,Negative,Medium,No,In Stock,4,Incorrect
Swiggy Instamart,4.7,"Order was accurate, arrived early.",38,Lucknow,Electronics,Positive,Low,Yes,In Stock,5,Incorrect
Blinkit,1.5,"Service was slow, support was unhelpful.",40,Jaipur,Grocery,Negative,Medium,No,Out of Stock,4,Correct
Blinkit,3.7,"Delivery was on time, service was average.",25,Bangalore,Grocery,Neutral,Low,No,In Stock,4,Incorrect
Blinkit,3.1,"assistance was average, no complaints.",30,Chennai,Food,Neutral,Low,Yes,Out of Stock,4,Incorrect
Blinkit,3.7,"Took forever to deliver, no updates provided.",40,Delhi,Food,Negative,High,No,In Stock,3,Incorrect
JioMart,3.2,"Order arrived, tracking could be improved.",22,Mumbai,Electronics,Neutral,Medium,No,Out of Stock,3,Incorrect
JioMart,4.8,"delivery person was friendly, followed instructions exactly.",21,Ahmedabad,Electronics,Positive,Medium,No,Out of Stock,3,Incorrect
JioMart,2.5,"Received wrong products, very bad service.",32,Kolkata,Food,Negative,High,No,In Stock,3,Incorrect
JioMart,4.4,"Food arrived fresh, packaging was great.",20,Chennai,Electronics,Positive,Low,No,In Stock,4,Incorrect
Blinkit,3.2,"Order arrived early, packaging was great.",24,Jaipur,Grocery,Positive,Low,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,2.5,"Items were damaged, no refund process.",56,Ahmedabad,Pharmacy,Negative,High,Yes,Out of Stock,4,Correct
Blinkit,2.9,Food arrived late and was not fresh.,45,Hyderabad,Grocery,Negative,Medium,No,Out of Stock,2,Incorrect
JioMart,2.2,"Delivery was hours late, no tracking updates.",42,Lucknow,Food,Negative,Medium,Yes,Out of Stock,2,Correct
Swiggy Instamart,4.9,"Items were perfect, arrived right on time.",31,Lucknow,Electronics,Positive,Medium,Yes,In Stock,4,Incorrect
JioMart,3.9,Food arrived late and was not fresh.,56,Ahmedabad,Grocery,Negative,Medium,Yes,In Stock,3,Correct
Zepto,3.0,"Service was average, no complaints.",31,Ahmedabad,Grocery,Neutral,Low,Yes,In Stock,3,Correct
JioMart,3.5,"Delivery was okay, communication was lacking.",20,Jaipur,Electronics,Neutral,High,No,Out of Stock,3,Correct
Swiggy Instamart,3.3,"Order was cancelled last minute, very annoying.",34,Delhi,Essentials,Negative,High,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,2.0,"Delivery took ages, no communication.",30,Delhi,Essentials,Negative,High,No,Out of Stock,1,Incorrect
Swiggy Instamart,4.0,"Items arrived, but app didn’t update.",25,Hyderabad,Essentials,Neutral,Medium,Yes,Out of Stock,4,Correct
Blinkit,3.4,"Service was decent, nothing stood out.",29,Lucknow,Grocery,Neutral,Medium,Yes,In Stock,3,Correct
JioMart,4.0,"Got my order, packaging could be better.",30,Jaipur,Electronics,Neutral,Low,Yes,Out of Stock,3,Incorrect
Zepto,3.3,"Delivery was timely, but communication lacked.",34,Kolkata,Electronics,Neutral,Medium,Yes,In Stock,3,Incorrect
Zepto,1.9,Package was left in an unsafe location.,41,Pune,Electronics,Negative,Medium,No,Out of Stock,4,Incorrect
JioMart,4.0,"assistance was decent, nothing stood out.",25,Mumbai,Electronics,Neutral,Low,No,In Stock,3,Correct
Blinkit,3.4,"Items were correct, experience was average.",29,Bangalore,Electronics,Neutral,High,Yes,In Stock,4,Correct
Zepto,3.8,"Amazing delivery experience, no issues!",39,Delhi,Food,Positive,High,Yes,Out of Stock,4,Correct
Swiggy Instamart,3.1,"Delivery was over an hour late, items were incorrect.",34,Ahmedabad,Pharmacy,Negative,Low,No,Out of Stock,2,Correct
JioMart,2.9,Package was left in an unsafe location.,30,Lucknow,Grocery,Negative,Low,Yes,Out of Stock,4,Correct
Swiggy Instamart,3.0,"Package was damaged, terrible experience.",52,Delhi,Grocery,Negative,High,Yes,In Stock,4,Incorrect
Swiggy Instamart,3.5,"Delivery was okay, tracking wasn’t great.",25,Pune,Food,Neutral,High,No,Out of Stock,3,Incorrect
Blinkit,2.3,"Missing items, no explanation provided.",53,Kolkata,Food,Negative,Low,Yes,Out of Stock,3,Incorrect
Zepto,3.7,"Service was fine, could improve tracking.",26,Delhi,Electronics,Neutral,High,No,In Stock,4,Incorrect
Blinkit,3.6,"Great customer service, quick delivery.",20,Ahmedabad,Essentials,Positive,Low,Yes,Out of Stock,4,Incorrect
Zepto,4.5,"Order was flawless, will use again!",39,Pune,Essentials,Positive,Medium,Yes,Out of Stock,4,Correct
Swiggy Instamart,3.9,"Items arrived, packaging was adequate.",32,Jaipur,Electronics,Neutral,High,Yes,Out of Stock,3,Correct
Zepto,3.2,"Items were damaged, no refund process.",34,Ahmedabad,Essentials,Negative,Low,No,Out of Stock,1,Correct
JioMart,4.0,"Delivery was on time, but tracking could improve.",40,Lucknow,Food,Neutral,Medium,Yes,In Stock,4,Correct
Swiggy Instamart,3.1,"Order was correct, but packaging was okay.",20,Hyderabad,Pharmacy,Neutral,Low,Yes,In Stock,3,Incorrect
Blinkit,3.1,"Amazing service, very professional driver.",23,Jaipur,Food,Positive,Medium,Yes,In Stock,3,Incorrect
Blinkit,3.6,"Service was average, expected more.",27,Bangalore,Grocery,Neutral,Medium,No,In Stock,3,Incorrect
Swiggy Instamart,4.8,"Excellent service, products well-packaged.",33,Lucknow,Essentials,Positive,Medium,No,In Stock,5,Correct
Blinkit,3.0,"Service was disorganized, delivery was late.",41,Kolkata,Essentials,Negative,High,No,In Stock,3,Correct
Swiggy Instamart,2.6,"Items missing from my order, very disappointing.",54,Hyderabad,Grocery,Negative,Low,Yes,Out of Stock,2,Correct
Blinkit,3.5,"Order was fine, but app needs improvement.",39,Mumbai,Grocery,Neutral,Medium,No,Out of Stock,3,Incorrect
Blinkit,3.7,"Order arrived on time, but not exceptional.",39,Bangalore,Essentials,Neutral,Medium,No,Out of Stock,4,Incorrect
JioMart,3.1,"Order was perfect, delivery was quick.",25,Hyderabad,Electronics,Positive,Medium,Yes,In Stock,3,Incorrect
JioMart,3.9,"Perfect order, excellent customer service.",21,Ahmedabad,Food,Positive,Medium,No,In Stock,5,Correct
Zepto,3.2,"Fast delivery, driver was courteous.",28,Ahmedabad,Food,Positive,Medium,Yes,Out of Stock,5,Correct
Zepto,4.1,"Perfect experience, highly recommend!",26,Hyderabad,Food,Positive,Low,Yes,Out of Stock,5,Correct
Swiggy Instamart,3.1,"Order was correct, but packaging was okay.",20,Chennai,Electronics,Neutral,Medium,Yes,Out of Stock,3,Incorrect
JioMart,3.3,"Service was okay, nothing special.",24,Jaipur,Electronics,Neutral,High,No,In Stock,3,Correct
Swiggy Instamart,1.2,"Order was incomplete, support was unhelpful.",50,Kolkata,Essentials,Negative,High,No,Out of Stock,2,Incorrect
Blinkit,2.3,"assistance was slow, support was unhelpful.",50,Kolkata,Electronics,Negative,High,Yes,In Stock,2,Correct
Swiggy Instamart,3.3,"Items were correct, experience was average.",39,Pune,Pharmacy,Neutral,Medium,Yes,Out of Stock,3,Incorrect
JioMart,1.4,"Delivery was slow, tracking was inaccurate.",31,Kolkata,Essentials,Negative,High,No,In Stock,4,Incorrect
Swiggy Instamart,4.8,"Delivery was quick, everything was great!",21,Pune,Grocery,Positive,Medium,No,In Stock,4,Incorrect
Zepto,3.1,"Food arrived hot, packaging was excellent.",34,Kolkata,Food,Positive,Low,Yes,Out of Stock,4,Correct
Blinkit,4.3,"Driver was friendly, service was awesome.",37,Pune,Electronics,Positive,High,Yes,In Stock,4,Correct
Swiggy Instamart,4.0,"Order was delayed, no updates given.",54,Jaipur,Grocery,Negative,High,No,In Stock,3,Incorrect
Blinkit,4.7,"Order arrived early, packaging was great.",30,Mumbai,Pharmacy,Positive,High,Yes,In Stock,4,Incorrect
Zepto,1.6,"Received wrong products, very poor service.",53,Mumbai,Grocery,Negative,Low,Yes,Out of Stock,4,Correct
JioMart,3.1,"Package left at wrong address, terrible service.",38,Delhi,Food,Negative,Medium,No,Out of Stock,4,Correct
JioMart,3.4,"Delivery took ages, no communication.",49,Mumbai,Essentials,Negative,High,Yes,In Stock,3,Incorrect
JioMart,2.8,"Package was mishandled, items broken.",36,Chennai,Grocery,Negative,Medium,No,In Stock,1,Incorrect
JioMart,2.8,"Package was mishandled, contents were broken.",30,Lucknow,Food,Negative,Low,Yes,Out of Stock,4,Incorrect
JioMart,4.8,"Delivery was fast, service was outstanding.",20,Bangalore,Electronics,Positive,High,No,In Stock,5,Correct
Zepto,2.9,"Wrong order received, customer service was unhelpful.",32,Hyderabad,Pharmacy,Negative,High,Yes,In Stock,3,Correct
JioMart,3.1,"courier was friendly, followed instructions exactly.",40,Hyderabad,Food,Positive,Low,Yes,In Stock,4,Correct
Blinkit,4.8,"Delivery was super fast, food was hot.",29,Delhi,Food,Positive,Low,Yes,In Stock,4,Correct
Blinkit,3.5,"Delivery was late, food was cold.",50,Chennai,Grocery,Negative,Low,No,In Stock,3,Correct
Zepto,3.2,"Delivery was on time, service was average.",29,Bangalore,Electronics,Neutral,Medium,Yes,In Stock,4,Correct
Blinkit,4.8,"Items were perfect, arrived right on time.",35,Kolkata,Pharmacy,Positive,High,No,Out of Stock,5,Correct
JioMart,3.4,"Order was correct, driver was professional.",31,Kolkata,Grocery,Positive,Low,No,Out of Stock,3,Correct
Blinkit,4.6,"Delivery was quick, everything was great!",20,Delhi,Pharmacy,Positive,Medium,No,In Stock,5,Incorrect
Zepto,3.7,"Delivery was fine, but app could be better.",34,Delhi,Electronics,Neutral,Low,Yes,Out of Stock,4,Incorrect
JioMart,3.6,"Items were delivered, minor delay occurred.",21,Hyderabad,Pharmacy,Neutral,Medium,Yes,Out of Stock,3,Incorrect
Zepto,3.7,"Got my order, packaging could be better.",26,Kolkata,Grocery,Neutral,High,Yes,Out of Stock,3,Incorrect
Blinkit,3.8,"Delivery was slightly delayed, driver was polite.",23,Delhi,Pharmacy,Neutral,Medium,Yes,In Stock,4,Correct
Swiggy Instamart,4.8,"Service was great, delivery was quick.",21,Chennai,Grocery,Positive,Medium,Yes,In Stock,3,Incorrect
Zepto,3.4,"Order was wrong, customer service ignored me.",32,Chennai,Pharmacy,Negative,Low,No,Out of Stock,2,Correct
Swiggy Instamart,2.1,"Food arrived soggy, terrible quality control.",48,Kolkata,Electronics,Negative,High,No,In Stock,4,Incorrect
JioMart,4.8,"Service was top-notch, no complaints!",24,Hyderabad,Grocery,Positive,Medium,Yes,In Stock,3,Incorrect
Blinkit,1.2,"Products were missing, support didn’t respond.",37,Jaipur,Pharmacy,Negative,Low,No,In Stock,2,Incorrect
Zepto,3.1,"Got my order, packaging could be better.",20,Kolkata,Essentials,Neutral,Low,Yes,Out of Stock,4,Correct
Swiggy Instamart,3.7,"Delivery took too long, food was lukewarm.",33,Ahmedabad,Electronics,Negative,Low,No,In Stock,3,Incorrect
Blinkit,1.9,"Food arrived cold, packaging was damaged.",35,Bangalore,Food,Negative,Medium,Yes,In Stock,4,Incorrect
JioMart,3.7,"Delivery was on time, app was glitchy.",30,Pune,Grocery,Neutral,Medium,Yes,In Stock,4,Incorrect
JioMart,3.4,"Delivery was over an hour late, items were incorrect.",45,Bangalore,Essentials,Negative,Low,Yes,In Stock,1,Correct
Zepto,1.5,"Package was mishandled, contents were broken.",35,Jaipur,Food,Negative,High,Yes,Out of Stock,1,Correct
Swiggy Instamart,4.7,"Order was accurate, arrived early.",32,Chennai,Grocery,Positive,Low,No,In Stock,4,Correct
Zepto,3.1,"Order arrived, tracking could be improved.",32,Delhi,Electronics,Neutral,Medium,Yes,Out of Stock,4,Correct
Blinkit,1.3,"Delivery was slow, tracking was inaccurate.",40,Pune,Essentials,Negative,Low,Yes,In Stock,2,Correct
Blinkit,3.8,"Delivery was okay, communication was lacking.",30,Lucknow,Electronics,Neutral,Medium,No,In Stock,3,Incorrect
Swiggy Instamart,2.1,"Delivery was slow, tracking was inaccurate.",58,Lucknow,Electronics,Negative,Medium,No,In Stock,2,Incorrect
Swiggy Instamart,3.4,"Received damaged goods, no refund offered.",31,Jaipur,Electronics,Negative,High,No,Out of Stock,2,Incorrect
JioMart,2.1,"Items were out of stock, no prior warning.",56,Delhi,Food,Negative,Medium,No,In Stock,2,Correct
Swiggy Instamart,4.8,"Items were perfect, arrived right on time.",37,Mumbai,Grocery,Positive,Medium,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,3.0,"Perfect experience, highly recommend!",21,Jaipur,Essentials,Positive,High,No,In Stock,4,Correct
Zepto,4.9,"Service was excellent, driver was polite.",34,Kolkata,Grocery,Positive,Medium,Yes,Out of Stock,4,Correct
JioMart,1.9,"Products out of stock, wasn’t informed earlier.",41,Kolkata,Essentials,Negative,High,Yes,In Stock,4,Incorrect
JioMart,3.2,"Service was decent, expected faster delivery.",35,Pune,Essentials,Neutral,Medium,No,Out of Stock,3,Incorrect
Swiggy Instamart,3.4,"Items were delivered, minor delay occurred.",26,Kolkata,Essentials,Neutral,High,Yes,In Stock,3,Correct
Blinkit,3.8,"Delivery was smooth, driver was friendly.",23,Delhi,Electronics,Positive,Low,No,In Stock,3,Incorrect
Swiggy Instamart,3.4,"Order was correct, service was okay.",36,Kolkata,Food,Neutral,Low,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,1.4,"Service was disorganized, delivery was late.",46,Chennai,Grocery,Negative,Medium,No,In Stock,1,Correct
Swiggy Instamart,2.3,"Items were out of stock, no prior warning.",59,Lucknow,Essentials,Negative,Low,No,Out of Stock,1,Correct
Blinkit,4.4,"Delivery was super fast, food was hot.",26,Kolkata,Pharmacy,Positive,Low,No,Out of Stock,4,Correct
